10 Cats;Realistic Fiction;Sequence of Events             predict;Nine cats play and sleep when a tenth cat falls among them.
Changing Colors;Informational;monitor/clarify;In autumn, many trees change colors, and then drop their leaves. This is because days are shorter, the weather is cooler, and leaves stop making food for the trees.
Cherry Blossoms Everywhere ;Informational;Compare and Contrast;This book offers an account of the long tradition of celebrating cherry blossoms in Japan.
Chester�s Good Idea;Biography;Making Generalizations  summarize;This selection tells the story of the invention of earmuffs.
Chibi: A True Story From Japan;Realistic Fiction;question/evaluate;Based on a true story, Chibi is the story of a mother duck that decides that the middle of downtown Tokyo is a good place to make a nest and hatch her ducklings. The smallest duckling, Chibi, captures the hearts of local residents. 
Cities Then, Cities Now;Historical;Compare and Contrast;Look how Bangkok, Thailand and Chicago, Illinois developed and what they are like today.
Clara Barton ;Biography;Sequence;This biography details the accomplishments of Clara Barton, founder of the American Red Cross.
Commuter;Informational;Categorize and Classify;Follow commuters to New York City over bridges, through the tunnels, and across the skies.
Cora at Camp;Realistic Fiction;Problem Solving        Compare and Contrast;Cora goes to summer camp and learns to appreciate the beauty of the outdoors.
Daisy Divine, Dancing Dog;Fantasy;Categorize and Classify     monitor/clarify ;Daisy is an average dog by day, but at night she performs in a circus as Daisy Divine, Dancing Dog.
Douglas Florian, Poet and Artist;Biography;Writing a Poem        evaluate;Douglas Florian writes and illustrates silly poems for children.
Elena�s Two Homes;Historical Fiction;predict/infer     ;Elena has trouble getting used to her new life in the U.S., but begins to make friends.
Eliza Pinckney;Biography;Sequence;Eliza Pinckney created South Carolina�s indigo manufacturing industry and was one of the first women entrepreneurs in America.
Ellen Ochoa, Astronaut (Earth Science);Biography;Sequence;A biography of Ellen Ochoa, Mexican-American astronaut.
Everybody Cooks Rice;Realistic Fiction;Compare and Contrast             evaluate;When Mom sends Carrie out to look for her brother, she goes from house to house in her neighborhood. At each one, she stops to chat with her neighbors and to taste the rice they are cooking. Each family she meets is from a different culture and prepares rice in a different way. 
Fire Safety Day;Realistic Fiction;Main Idea and Details    question;Randy�s gym class is interrupted by a fire safety presentation.
First Day on the World Wide Web;Realistic Fiction;Main Idea and Details;Clara and her classmates finally learn all about the World Wide Web in computer class.
Franklin Chang-Diaz in Space;Biography;predict;Born in Costa Rica, Franklin Chang-Diaz moved to the U.S. to study science and follow his dream of becoming an astronaut. As an astronaut, Chang-Diaz traveled in space seven times.
George Washington Carver;Biography;Draw Conclusions    predict/infer;This biography of the botanist George Washington Carver describes his life as a scientist, teacher, and agricultural inventor.
Good Night;Realistic Fiction;Sequence of Events  monitor/clarify;Samantha decides she has to stop being afraid of the dark.
Growing Tomatoes (Life Science);Informational;Compare and Contrast;In a city, a child�s grandmother grows a tomato plant on the balcony. When the child comes to visit, the plant grows new parts, and  his grandmother identifies them.
Growl! A Book About Bears;Informational;Main Idea and Details;The author describes the appearance, habits, and habitats of bears.
Happy New Year!;Informational;Compare and Contrast;Celebrate New Year�s Day around the world and around the calendar.
Hiawatha, American Leader;Biography;Main Idea and Details;A story of Hiawatha and how he helped come up with and implement the Iroquois League.
How Wisdom Came to the World, An Ashanti Tale;Pourquoi Tale;Writing a Pourquoi Tale   question;This folktale tells how Anansi accidentally gave wisdom to the world.
Hurricane Andrew;Informational;evaluate;Readers learn about Hurricane Andrew, the storm that hit Florida the summer of 1992.
Jaime Escalante, A Great Teacher ;Biography;Sequencing;This biography describes Jaime Escalante�s early life as an immigrant and his motivation to teach.
John James Audubon, American Painter;Biography;Problem Solving;A simple biography of John James Audubon�s young life, his love of art, and his success in drawing American wildlife.
Joy�s Great Idea;Realistic Fiction;Cause and Effect;Joy visits her cousin Celia in the city and discovers the local Youth Center.
Looking at Low Tide;Realistic Fiction;Categorize         monitor/categorize;Miguel and his family take a trip to the beach, and Miguel makes observations about the environment.
Lumberjacks;Informational;evaluate;In the late 1800s lumberjacks played an important role supplying wood for growing communities. Life in a lumber camp was rough and the work was hard.
Marian Anderson, American Hero;Biography;Problem and Solution;This book is the biography of an internationally respected African-American opera singer. 
Miles on the Mississippi ;Historical;Categorize and Classify;In the 1800s, steamboats rolled up and down the length of the mighty Mississippi River, carrying people and goods.
Mr. Putter and Tabby Fly the Plane;Realistic Fiction;summarize;Readers learn about the sacrifices friends make for each other in this story. Mr. Putter, usually content with his cat, Tabby, fulfills an old wish: He buys a remote-controlled biplane. Then Mr. Putter befriends a shy boy who seems to need the plane more than he does.
Mrs. Mack;Realistic Fiction;summarize;A young girl spends a summer fulfilling her dream - to learn how to ride a horse.
Mufaro�s Beautiful Daughters;Folktale;predict/infer;The story Mufaro's Beautiful Daughters is a variation of the fairy tale Cinderella.
Nana�s Tomatoes (Life Science);Realistic Fiction;Categorize and Classify;In a city, a child�s grandmother grows a tomato plant on the balcony. When the child comes to visit, the plant grows new parts, and  his grandmother identifies them.
Now You See it, Now You Don�t;Realistic Fiction;Categorize and Classify;A book about what dissolves and what doesn�t.
Once Upon a Story;Informational;monitor/clarify;Folktales are stories that have been retold through generations. Fairy tales are stories that tell about magical events. Folktales and fairy tales are part of many people�s cultures.
Our Town Mural;Realistic Fiction;Sequence                           evaluate;Derek is chosen to help create a mural for the new town hall.
Rita Moreno: Shining Star;Biography;Writing a Biography      question;Rita Moreno moved with her mother from Puerto Rico with dreams of being a movie star.
Rodeo Contest;Informational;Compare and Contrast;A short history of rodeos and how they are run today�what sort of skills are needed, who competes, and what rodeos say about the West.
Sacagawea�s Journey;Narrative Nonfiction;Making Inferences    monitor/clarify;Sacagawea accompanies Lewis and Clark on their western expedition.
Salamanders and Alligators (Life Science);Informational;Compare and Contrast;A book that reviews the difference between salamanders and alligators, which are often confused. 
Sammy Sosa--He�s the Man;Biography;infer;"This book tells of this baseball great's career, beginning in the Dominican Republic and taking him to the ""canyon of heroes"" in New York City."
Serafina's Recovery;Realistic Fiction;Cause and Effect;Serafina is a remarkable dog. Unfortunately, she has an accident with a bike that breaks her spirit temporarily. 
Smudge-Face, A Native American Cinderella Tale;Fairy Tale;Writing a Fairy Tale    summarize;In this Native American version of Cinderella, Smudge-Face marries Strong Wind.
Snowshoe Thompson;Realistic Fiction;decoding;This book is based on the true story of a man who journeys through snowstorms and over dangerous mountains to deliver mail to the settlers in northern California.
Solo Girl;Realistic Fiction;question;"Cass is great at math, but when it comes to jumping rope she's real ""slo-mo."" With the help of her brothers, a new friend, and her whistle, she discovers that jumping rope isn't that hard after all."
Spotlight on Cody;Realistic Fiction;evaluation;When Cody's teacher, Ms. Harvey, announces that the class will put on a talent show, Cody begins a long search to identify his talent.
Spring in the City;Fantasy;Noting Details         monitor/clarify;Lin misses spring, but a friendly woman points out the signs of it around her.
Squeak's Surprise;Realistic Fiction;Cause and Effect;Sam started the weekend babysitting for one mouse. By the end, she had 11 mice!
Stuck in the Ice;Narrative Nonfiction;monitor/clarify;Louise Arner Boyd and her team of Arctic explorers pull free from the ice by cabling the ship to a passing iceberg.
Studying a Glacier (Earth Science);Informational;Cause and Effect;The story of a scientist going to study a glacier. Where does the scientist go? What kind of scientists study glaciers? What do they pack? What are the conditions like where they are going?
Tattercoat and the Magical Flute, A Cinderella Tale from England;Fairy Tale;Compare and Contrast    question;Tattercoat and the prince marry in this Cinderella tale.
The Animal Trackers;Realistic Fiction;Categorize and Classify;A book about a visit to the sea and the difference between invertebrates and vertebrates.
The Assembly Line;Biography;Problem and Solution;This biography tells how Henry Ford utilized the assembly-line method to make automobiles cheaply so that more people could afford them.
The Big Dipper (Earth Science);Informational;Main Idea and Details;This book describes what a star is and what a constellation is, leading to a discussion of the Big Dipper. 
The Big Idea;Realistic Fiction;Compare and Contrast           predict/infer;In this fiction story from the West Side Kids series, Luz Mendes tries to organize her neighbors to help turn an abandoned park into a garden. 
The Clue Club;Realistic Fiction;Problem Solving    predict/infer;Each day, one child in Jeanie�s class dresses up like a worker and the other children guess what the person�s job is.
The Color of Light (Physical Science);Informational;Main Idea and Details;Fun facts about color�primary colors, mixing colors, rainbows, and more!
The Day Jimmy's Boa Ate the Wash;Humorous Fiction;monitor                  summarize;This story is about an unusual and exciting class trip to a farm.
The Empty Lot;Realistic Fiction;Fact and Opinion   monitor/clarify;Anna and her classmates turn an empty lot into a friendly habitat for urban wildlife.
The Eyes of the Weaver;Personal Narrative;summarize;A young girl is sent to her grandfather's to learn the family tradition of weaving.
The Fox and the Crow;Fable;Writing a Fable        predict/infer;This fable�s moral is not to let yourself be fooled by false flattery.
The Great Wave;Realistic Fiction;Endings -er and -est;Bill, a fisherman, was on his boat when the great wave came to his island.
The Josefina Story Quilt;Historical Fiction;summarize;Set in the 1850's, this book tells the story of Faith and her pet hen, Josefina, as they travel with Faith's family to California by wagon train.
The Lunch Room;Fantasy;Cause and Effect           summarize;Carmen and Stan imagine a fantasy lunch room where nothing but sweets are served.
The Rooster ...  Uncle's Wedding;Folktale;monitor                        predict/infer;In this cumulative folktale from Cuba, a fancy rooster sets out for his uncle's wedding. Along the way, he seeks help to clean his dirty beak from the grass, the lamb, the dog, the stick, the fire, and the water. Only when the sun agrees to help is his problem solved.
What Would You Do?;Realistic Fiction;predict;There are two ways of acting when something goes wrong at school. You can be embarrassed, or you can turn the situation into something positive.
What's It Like to Be a Fish?;Informational;monitor/clarify;In this book, students will learn where fish live, how they swim and breathe, what they eat, and how they rest.
Whose Way Today?;Realistic Fiction;Making Judgments  predict/infer;Brothers Eric and Dylan argue about how to spend the day with their visiting cousin.
Wild Weather, Tall Tales;Informational;evaluate;People across the county have told tall tales about wild weather. The author retells tales from Arizona, Michigan, and Texas.
Yagua Days;Realistic Fiction;evaluate                 summarize;In this realistic story, the main character, Adan Riera, travels from his home on the Lower East Side of New York to his parents' birthplace in Puerto Rico and back to the Lower East Side again. Through the journey, Adan learns about his heritage.
A Birthday Party for Cornelius;Play;Writing  a Play                            summarize           ;Cornelius thinks Carla always ruins his birthdays, but doesn�t realize she is allergic to cake.
A Day with the Mayor;Realistic Fiction;Sequence;Follow a mayor as she goes through a typical day.
A National Holiday;Informational;Main Idea and Details;This book explores the history of America�s holiday honoring people who have fought in battle.
A Pet for Sol;Fantasy;Fantasy and Realism monitor/clarify;Sol and his mother imagine what it would be like to have various animals as pets.
A Poet from the Plains;Biography;monitor/clarify;Poet and author Virginia Driving Hawk Sneve writes mostly about Native American life. She was awarded the National Humanities Medal in 2000.
A River Ran Wild;Informational;predict/infer                          summarize;From the first Algonquins to the first Earth Day, the 34-page picture book explores the forces that shaped Massachusetts' Nashua River.
Abigail Takes the Wheel;Tale;evaluate;Set in the 1880's, this heroic tale is about a young girl who must take her father's freight boat through the crowded and dangerous water of New York harbor. 
Alligator in the Bathtub;Fantasy;Cause and Effect    summarize;Billy hides to avoid his nightly bath and is surprised to see two alligators taking the bath instead of him.
Alvin Ailey, an American Dancer;Biography;monitor/clarify;Alvin Ailey (1931�1989) began dancing in junior high and went on to form his own dance company. The Alvin Ailey Dance Theater became celebrated worldwide.
Animals of the Past;Informational;Compare and Contrast;This is a book about extinct animals.
At Home on the Prairie;Informational;predict;In the middle of the United States is rolling grassland called the prairie. Prairie animals and plants have adapted to survive the harsh winters and dry summers on the prairie.
Attack of the Giant Squirrel!;Fantasy;Fantasy and Realism     evaluate;Gwinville is saved from the rampage of a giant squirrel by Garnor and his animal friends.
Balto and the Great Race;Informational;predict/infer;Balto, a sled dog, led his team through the harsh Alaskan winter to bring desperately needed serum to Nome during an outbreak of diphtheria.
Bringing Up Baby Chimp;Informational;Respond;A book about chimps and how some behaviors are learned and some are inherited.
Building a Case;Informational;monitor/clarify;The author describes the procedures detectives' follow to solve a crime.
Colorful Facts (Physical Science);Informational;Main Idea and Details;Fun facts about color�primary colors, mixing colors, rainbows, and more!
Cora at Camp Blue Waters;Realistic Fiction;Compare and Contrast;Cora goes to summer camp and learns to appreciate the beauty of the outdoors.
Dinosaur Hunting (Earth Science);Informational;Draw Conclusions;A book about finding dinosaurs and fossils, and where fossils have been found.
Eagle Watchers;Realistic Fiction;Compare and Contrast    monitor/clarify;Jim misses life on the cattle ranch when he moves to the city, but is excited to watch a pair of bald eagles nest and raise eaglets on top of a tower.
Ellen Ochoa (Earth Science);Biography;Sequence;A biography of Ellen Ochoa, Mexican-American astronaut.
Ellis Island ;Informational;Categorize and Classify;This book gives information about the landmark Ellis Island, where immigrants were screened before entering the United States from 1882 to 1924.
Finding Gold (Physical Science);Informational;Sequence;A book about panning for gold. The book focuses on the mixture of water, rocks, soil particles, and how the mixture is separated because of the density of gold. 
First Flight: The Story of Tom Tate and the Wright Brothers;Historical Fiction ;Note Taking;Based on the true story of Tom Tate's friendship with the Wrights, this chapter book chronicles the story of the events leading to the first flight.
Focus On Pourquoi Tales: Pourquoi Tales;Informational;question;Pourquoi tales are folktales that explain why something in nature exists. As an example, the author retells the Choctaw tale �Grandmother Spider Steals Fire.�
Freckle Juice;Humorous Fiction;predict/infer                                                    self-question;In this humorous story about school life, young Andrew wants to have freckles like his classmates. He discovers, however, that there are no magic formulas for changing himself. 
Going West;Historical;summarize;Pioneers who went west had a long, hard journey getting there, and more hard work when they arrived.
Henry Gonzales, U.S. Representative ;Biography;Sequence;Henry Gonzales was the first Mexican American elected to the San Antonio City Council, Texas Senate, and United States Congress.
How People Got Wisdom, An Ashanti Tale;Pourquoi Tale;Writing a Pourquoi Tale   question;In this Ashanti pourquoi tale, Anansi tries to keep all the wisdom of the world to himself, but is tricked into releasing it.
I Am Rosa Parks;Autobiography;Cause and Effect;This book highlights events of Rosa Park's life in Alabama, and shows how those events prepared her to take a courageous and historic action on a Montgomery bus. 
I�m an Entrepreneur ;Biography;Categorize and Classify;Meet child entrepreneur Laura Manos-Hay, who started and runs a business taking care of pets for travelers.
Iceberg Rescue;Narrative Nonfiction;Text Organization    monitor/clarify;Louise Arner Boyd�s ship gets stuck in the ice while on an expedition to map the coast of Greenland.
James Oglethorpe;Biography;Sequence;James Oglethorpe started the colony of Georgia. He wanted it to be a place where hard-working people would have a chance to succeed.
Jimmy Carter;Biography;Sequence;President Carter worked for human rights, peace, and the environment. In 2002, he received the Nobel Peace Prize.
Julian, Dream Doctor ;Humorous Fiction;predict/infer                 evaluate;Julian wants to give Dad the present of his dreams for his birthday. First Julian discovers what his Dad's dream is. Then he sets out to capture Dad's dream. Unfortunately Dad's reaction to this dream is not what Julian expected.
Kate Shelley & the Midnight Express ;Historical;monitor                 summarize;When a bridge breaks over Honey Creek during a raging storm, Kate doesn't hesitate. She braves the rising floodwaters to stop the midnight express and its two hundred passengers.
Let�s Go to the Theater!;Informational;summarize;A lot goes on before a play is performed. Costumes, scenery, and props must be made, and actors must rehearse their lines.
Little Oh;Fantasy;predict/infer;In this fiction book, a lonely woman creates an origami doll that comes to life. 
Looking for Buddy;Realistic Fiction;Making Inferences        evaluate;Peter�s dog Buddy runs away, but is found after some lifelike drawings appear around town.
Mae Jemison: Making Dreams Come True;Biography;Writing a Biography   evaluate;As the first African-American woman to fly into space, Mae Jemison proved that hard work and determination could make a person�s dreams come true.
Marina Silva, Conserving the Rain Forest  (Life Science);Biography;Sequence;This Brazilian conservationist from the Amazon region serves in the Brazilian Senate, and has worked actively against deforestation.
Marjory Stoneman Douglas ;Biography;Categorize and Classify;This biography explains how Marjory Stoneman Douglas�s work led to the creation of the Everglades National Park.
Mary Musgrove;Biography;summarize;Mary Musgrove helped Creek Indians and English settlers talk to each other. She helped start the city of Savannah.
Miriam Dives Into a Good Book;Fantasy;Main Idea and Details    predict/infer;Miriam falls asleep while reading a book about sea animals and wakes up to find herself on the ocean floor.
Morse and the Telegraph (Physical Science);Biography;Sequence;This is a biography of the inventor of the telegraph, Samuel Morse, and an explanation of how Morse Code works.
Murals for Joy;Realistic Fiction;Draw Conclusions        Cause and Effect;Joy visits her cousin in the city and helps turn a graffitied wall into a work of art.
On the Beams ;Informational;Cause and Effect;A look inside the sky-high world of Mohawk steelworkers who work without ropes or nets hundreds of feet in the sky.
One Day in May;Fantasy;Noting Details         monitor/clarify;Lin is glum because she can�t find Spring in the gray city, but a friendly woman points out the signs of life that Lin has missed.
One Day, Two Stars;Realistic Fiction;Categorize and Classify   question;Tonieh is excited because today is his birthday and his mother and sister are becoming U.S. citizens.
Our Star, The Sun (Earth Science);Informational;Cause and Effect;This book describes the sun.
Portia and the Math Problems;Biography;Sequence of Events   predict/infer;Portia enters a math bee at her school.
Possum�s Bare Tail;Folktale;Cause and Effect      summarize;This Cherokee folktale tells how Possum got his bare tail.
Problems with My Pudding (Physical Science);Realistic Fiction;Compare and Contrast;Story of making pudding�kids add pudding mix to milk and stir it, but nothing happens. A grandparent (science teacher) comes in and explains it must be heated. Grandfather explains what causes the pudding to thicken and why when it cools it is solid.
Pudding Problems (Physical Science);Realistic Fiction;Compare and Contrast;Story of making pudding�kids add pudding mix to milk and stir it, but nothing happens. A grandparent (science teacher) comes in and explains it must be heated. Grandfather explains what causes the pudding to thicken and why when it cools it is solid.
Rachel Carson, Scientist and Writer ;Biography;Sequence;This biography chronicles the events that led to Rachel Carson�s book, Silent Spring.
Rats On the Roof;Fantasy;Main Idea and Details;This is a collection of seven humorous animal stories, each with a surprise ending or a unique twist. 
Red River Flood;Informational;Syllabication;Readers learn about the flood that happened in North Dakota and Minnesota in 1997 when the Red River overflowed its bank.
River Race;Historical Fiction;question;Sun Liu and his father help a steamboat captain win a race.
Rodeo!;Informational;Compare and Contrast;A short history of rodeos and how they are run today�what sort of skills are needed, who competes, and what rodeos say about the West.
Ruthie�s Perfect Poem;Realistic Fiction;Story Structure              question;Ruthie overcomes her shyness to read a poem for an assembly at her school.
Sacagawea;Narrative Nonfiction;Making Inferences    monitor/clarify;A young Native American woman, Sacagawea, leads explorers Lewis and Clark on their westward journey across America.
Sequoyah;Biography;Cause and Effect;Sequoyah created an alphabet for the Cherokee language. Sequoyah's alphabet gave the Cherokee people a way to write their history.
Sequoyah, Cherokee Leader;Biography;Problem and Solution;Prior to the Trail of Tears, this biography of Sequoyah tells the story of how a Cherokee living in Arkansas developed a means of writing down his native language.
Sidney Rella & the Glass Sneaker;Humorous Fiction;predict/infer                 evaluate;The traditional Cinderella story is turned upside down as a new protagonist, Sidney, dreams of a new kind of ball, football. Students will be entertained by the imaginative transformation of all the familiar elements of the story.
Sky;Realistic Fiction;Story Structure       summarize;Rick and his horse Sky chase down a runaway mare and foal and return them to the herd.
Sleeping Ugly;Fairy Tale;predict/infer                 evaluate;The lovely, but mean-spirited Princess Miserella is lost in the dark woods when she meets up with a fairy disguised as a little old lady. The princess demands to be taken home, but the fairy takes her instead to the home of Plain Jane, a homely but kind and gentle young girl.
Soccer Fun!;Realistic Fiction;Making Judgments     summarize;Three friends decide to start a summer soccer team, and begin their season with a last-second victory.
Spiders;Informational;summarize;Readers learn about spiders - their size, their color, their web building, and their hunting habits.
Susan B. Anthony, Fighter for Women�s Rights ;Biography;Sequence;This biography describes Susan B. Anthony�s actions and experiences in historical context.
Tattercoat, A Cinderella Tale from England;Fairy Tale;Compare and Contrast    question;Tattercoat and the prince marry in this Cinderella tale.
Tchin the Storyteller;Biography;question;Tchin is a Native American storyteller who visits schools and museums to tell stories to children. He is also a musician and plays the music for recording of his tales.
Thank You, Sandra Cisneros;Realistic Fiction;Cause and Effect        predict/infer;Miguel learns that all poetry isn�t about sunsets or flowers, and is inspired by the writings of Sandra Cisneros.
The Big Gust;Tall Tale;Fantasy and Realism      categorize and classify;This tall tale is about a big gust of wind that sweeps through Mayville, and how it affects the town�s residents.
The Great Wall of China;Historical ;monitor/clarify;Long ago, China�s rulers built The Great Wall of China across the country to protect it from enemies. Workers on The Great Wall suffered many hardships.
The High-Flying Contest, An African-American Trickster Tale;Trickster Tale;Writing a Trickster Tale  predict/infer;The birds are tired of Eagle boasting that he can fly higher than anyone else, and hold a contest to settle the question.
The Joy of Making Music;Biography;monitor/clarify;Itzhak Perlman is one of the world�s most famous violinists. As a violin teacher, he shares his joy in music with his students.
The Life of a Dollar Bill ;Informational;Sequence;This book tells how a dollar bill goes from the press, to the bank, to a business, to a worker, and back to the bank.
The Lucky Candlesticks;Realistic Fiction;Following Directions  question;Michael�s grandmother tells him about the candlesticks that she and his grandfather brought from Italy, and how they brought them luck in their new country.
The Man in the Moon and Other Moon Tales;Realistic Fiction;Categorize and Classify;The story behind moon phrases and myths. (Ex. Blue moon, harvest moon, the man in the moon)
The Mystery of the Blue Box;Realistic Fiction;Draw Conclusions;A book about a group of friends who find something in a box and investigate what it is.
The Mystery of the Noises in the Attic;Mystery;Writing a Mystery   monitor/clarify;Brenda helps her girls� chorus cookie sale by storing the cookies in her attic, but a mysterious thief is eating them.
The People Who Traveled with Lewis and Clark;Historical;Cause and Effect;Lewis and Clark crossed many different territories along with York and Sacagawea, two major contributors to this famous exploration.
The Singing Man;Folktale;Main Idea and Details ;A young man named Banzar is sent away from his Nigerian village because he wants to be a musician. As Banzar wanders, he meets Sholo, an old, blind praise singer who teaches Banzar his trade.
The Story of the Milky Way;Legend;summarize;This Cherokee legend tells of the origin of the Milky Way. 
The Sun (Earth Science);Informational;Main Idea and Details;This book describes the sun. 
 The Unbelievable Johnny Appleseed ; Biography ;Writing a Tall Tale       predict/infer; This selection retells stories about the exploits of Johnny Appleseed. 
The Very Best Fish;Realistic Fiction;Cause and Effect;Manny wants to be the fisherman in his class play, but is cast as the fish instead.
Thomas Jefferson ;Biography;Sequence;Thomas Jefferson drafted the Declaration of Independence, became President, and brought new ideas from Europe to America.
Tiny Uses His Head;Realistic Fiction;Cause and Effect;In this story, Tiny uses his head to think through a problem he has with Gabe.
Tomochichi;Biography;Compare and Contrast;Tomochichi helped with the founding of Georgia. He kept peace between the Yamacraw Creek Indians and the English settlers.
Trains;Historical;Sequence;This book explores the history of trains and the development of railroad travel in the United States.
Uncle Jed's Barber Shop;Tale;predict/infer               monitor;This is a heartwarming and inspiring story about African American life in the South during the late 1920s and 1930s. This tale portrays Uncle Jed's long struggle to realize his dream: owning his own barbershop.
Veterans� Day;Informational;Main Idea and Details;The history of America�s holiday honoring people who have fought in battle.
Victor Takes a Sewing Class;Realistic Fiction;Story Structure         summarize ;Victor has difficulty sewing patterns and following instructions, but makes a pair of pants he is proud of.
Visit to a Museum ;Informational;Categorize and Classify;This book documents a visit to the National Museum of American History in Washington, D.C.
Weather Alert! ;Informational;Compare and Contrast;We have learned a great deal about windstorms, such as tornadoes and hurricanes, as well as extremes in temperature.
Whale Music;Realistic Fiction;Main Idea and Details  summarize;A whale beaches itself near Clara�s home, and she plays her flute during the rescue to calm it.
What Causes Forest Fires? (Earth Science);Informational;Main Idea and Details;This book describes tips for basic fire safety.
When Children Worked ;Historical;Main Idea and Details;Children once worked long days beside their parents until determined reformers changed the face of work and childhood in the United States.
Whiteout;Realistic Fiction;Making Inferences              predict/infer        ;Charlie is injured while playing in the snow, and his stepfather Robert comes to the rescue.
Who Eats What? (Life Science);Informational;Sequence;This book describes food chains in two very different environments.
Winslow Homer, American Painter ;Biography;Sequence;This book describes how Winslow Homer developed as an illustrator and an admired painter.
A Cool Cat;Realistic Fiction;Cause and Effect; Peter always wanted a dog but finds that his new pet Toby is a very cool cat.
A Special Trip (Earth Science);Informational;Compare and Contrast;This story is about of a child who takes a trip with her aunt going from the equator to the North Pole, stopping at several places along the way. 
A Tall Tale to Tell ;Informational;Categorize and Classify;This tall tale is one of America�s most famous additions to the world of storytelling.
A Visit to Vancouver Island;Informational;Categorize and Classify;A story about how the wilderness, urban centers, and diverse mix of people make Vancouver Island a unique place.
Abigail�s Drum;Historical Fiction ;predict/infer;This book is based on an event that happened during the War of 1812. A lighthouse keeper's daughters use fife-and-drum music to fool British troops into thinking American soldiers are coming their way.
Amazing Adaptations;Informational;Compare and Contrast;A book about organisms in extreme environments. 
Animals Nearby (Life Science);Informational;Compare and Contrast;A look into the life of three wild animals that live near humans (squirrels, pigeons, cockroaches). The book examines the adaptations that help them live near humans. 
Butterflies!;Informational;Compare and Contrast    question ;This selection talks about butterflies, their common traits, and their help in pollination.
Dust Bowl Lands;Informational;Sequence;Explore the cause of the Dust Bowl and its affect on life in the 1930s as the fertile farmlands of the southern plains were transformed into deserts.
Elena in America;Historical Fiction;Author�s Viewpoint predict/infer;Elana emigrates with her family from Russia and finds the transition hard, but slowly she makes friends.
Eloise Greenfield: Music of Poetry;Biography;monitor/clarify   ;Eloise Greenfield is a prize-winning African-American poet for young readers.
End of the American Revolution;Historical;Cause and Effect;This is the story of Britain�s crucial surrender of Yorktown ending the American Revolution.
Fanfare for Food;Informational;summarize;A sixth-grade student uses his musical talents to raise money to help fight hunger in his state.
Fascinating Families;Informational;Making Generalizations evaluate;This selection compares animal families to those of humans.
Flash Flood!;Informational;Cause and Effect;A book about flash floods and how they can cause rapid changes to the earth�s surface.
Fly-Fishing with Grandpa;Realistic Fiction;Noting Details           summarize;Luke carries on a family tradition when he learns about fly-fishing from his grandfather.
Focus on Tall Tales: Tall Tales;Informational;monitor/clarify;Tall tales are funny stories that tell how things came to be. They remind people of the hard work it took to build our nation.
Food Chains (Life Science);Informational;Categorize and Classify;A book describing food chains in two very different environments.
Forced Out;Informational;Noting Details;This story tells about animals that may be found in residential neighborhoods due to urbanization and urban sprawl.
Forest Fire! (Earth Science);Informational;Cause and Effect;This book describes tips for basic fire safety.
Frank Lloyd Wright;Biography;Sequence;In a time when most builders reached for the sky, Frank Lloyd Wright built along the curves of the earth and created a new style of architecture.
Fresh Air;Realistic Fiction;Making Inferences       evaluate;Javi leaves Brooklyn for his first trip to the country.
In Search of the Grand Canyon;Informational;Main Idea and Details       evaluate;This book reveals the day-to-day challenges and discoveries of Major John Wesley Powell's 1869 exploration of the Colorado River. 
 It�s Easy! ; Realistic Fiction ; predict/infer ; Marta overcomes her fears to help a friend in need. 
Jane Addams;Biography;Sequence;This book is a biography of the founder of Chicago�s Hull House. It describes Jane�s search for meaningful work and how she dedicated her life to helping people in need.
Johnny Appleseed;Biography;Making Inferences    monitor/clarify;This brief biography traces the life of John Chapman, the man who became known as Johnny Appleseed.
Just Like Mom and Dad (Life Science);Informational;Compare and Contrast;This is a book about how some animals are like their parents and some aren�t. 
Making a Magazine;Informational;evaluate;Making a magazine takes a lot of time and hard work, but it is also lots of fun.
Making Clay (Physical Science);Informational;Draw Conclusions;"A book with different recipes for clay-like materials that kids can use to model: confectioners� sugar and corn syrup; flour, soda, and water; and more!"
Maria Mitchell;Biography;Compare and Contrast;Biography of Maria Mitchell, American woman astronomer in the 1800s.
Marjorie Harris Carr (Earth Science);Biography;Sequence;Biography of Marjorie Harris Carr, Florida conservationist.
Miguel Hidalgo;Biography;Sequence;A story about Father Miguel Hidalgo, a priest who led Mexicans in their fight for independence and rallied their support with his speech, �El Grito de Dolores.�
Natural Resources;Informational;Categorize and Classify;A general overview of natural resources and conservation in the United States.
Nemo and the Ship of Gold;Informational;monitor/clarify;This selection tells about the recovery of gold from a lost ship.
Nests;Informational;evaluate;Birds all over the world make a variety of nests to keep their eggs and young safe.
Nikki Giovanni: A Special Poet;Biography;Writing a Poem     monitor/clarify;Nikki Giovanni loved to listen to her parents� stories, which influenced her later writings about the African-American experience.
Oceans of Grass: The Prairie;Informational;Categorize and Classify;This book describes the plants and animals found on three different kinds of prairies in the United States. It explains how the American Indians used the prairie and how settlers changed it.
Panning for Gold (Physical Science);Informational;Categorize and Classify;A book about panning for gold. The book focuses on the mixture of water, rocks, soil particles, and how the mixture is separated because of the density of gold. 
Roaring Down the Rapids;Realistic Fiction;Sequence of Events     predict/infer;Twins Freddie and Marisa visit their uncle, and kayak down the river near his home.
Sandra Day O�Connor;Biography;Sequence;Sandra Day O�Connor�s determination to practice law helped her overcome obstacles to become the first female Supreme Court justice.
